market,arrival_date,price
E.Godavari,2019-03-22,347
Hyderabad,2019-03-22,335
Ludhiana,2019-03-22,321
Midnapur (KOL),2019-03-22,396
Mumbai (CC),2019-03-22,385
Muzaffurpur (CC),2019-03-22,381
Mysuru,2019-03-22,365
Nagpur,2019-03-22,310
Namakkal,2019-03-22,370
Patna,2019-03-22,371
Pune,2019-03-22,355
Ranchi (CC),2019-03-22,405
Vizag,2019-03-22,375
W.Godavari,2019-03-22,347
Warangal,2019-03-22,338
Allahabad (CC),2019-03-22,357
Bhopal,2019-03-22,350
Hospet,2019-03-22,325
Indore (CC),2019-03-22,345
Jabalpur,2019-03-22,345
Kanpur (CC),2019-03-22,362
Kolkata (WB),2019-03-22,375
Luknow (CC),2019-03-22,400
Raipur,2019-03-22,360
Surat,2019-03-22,390
Varanasi (CC),2019-03-22,387
Vijayawada,2019-03-22,347
Bengaluru (CC),2019-03-22,360
Brahmapur (OD),2019-03-22,
Asansole,2019-03-22,395
Ahmedabad,2019-03-22,375
Barwala,2019-03-22,321
Ajmer,2019-03-22,312
Namakkal,2019-03-23,370
Nagpur,2019-03-23,310
Mysuru,2019-03-23,365
Muzaffurpur (CC),2019-03-23,376
Mumbai (CC),2019-03-23,385
Midnapur (KOL),2019-03-23,386
Bengaluru (CC),2019-03-23,360
Ludhiana,2019-03-23,318
Patna,2019-03-23,371
Delhi (CC),2019-03-23,343
Ahmedabad,2019-03-23,375
Ajmer,2019-03-23,312
Asansole,2019-03-23,390
Barwala,2019-03-23,317
Hyderabad,2019-03-23,335
E.Godavari,2019-03-23,337
Ranchi (CC),2019-03-23,405
Vijayawada,2019-03-23,337
Chennai (CC),2019-03-23,375
Varanasi (CC),2019-03-23,380
Surat,2019-03-23,390
Raipur,2019-03-23,355
Luknow (CC),2019-03-23,393
Kolkata (WB),2019-03-23,375
Kanpur (CC),2019-03-23,362
Jabalpur,2019-03-23,345
Indore (CC),2019-03-23,335
Hospet,2019-03-23,325
Bhopal,2019-03-23,350
Allahabad (CC),2019-03-23,352
Warangal,2019-03-23,338
W.Godavari,2019-03-23,337
Vizag,2019-03-23,360
Pune,2019-03-23,355
Chittoor,2019-03-23,368
Burdwan (CC),2019-03-23,386
Brahmapur (OD),2019-03-23,
Ahmedabad,2019-03-24,375
Vijayawada,2019-03-24,337
Vizag,2019-03-24,360
W.Godavari,2019-03-24,337
Warangal,2019-03-24,338
Allahabad (CC),2019-03-24,343
Bhopal,2019-03-24,340
Indore (CC),2019-03-24,335
Jabalpur,2019-03-24,338
Kanpur (CC),2019-03-24,362
Kolkata (WB),2019-03-24,375
Luknow (CC),2019-03-24,390
Raipur,2019-03-24,345
Surat,2019-03-24,390
Varanasi (CC),2019-03-24,373
Ranchi (CC),2019-03-24,395
Pune,2019-03-24,350
Hospet,2019-03-24,325
Namakkal,2019-03-24,370
Patna,2019-03-24,357
Asansole,2019-03-24,385
Barwala,2019-03-24,317
Bengaluru (CC),2019-03-24,360
Brahmapur (OD),2019-03-24,
Burdwan (CC),2019-03-24,386
Chennai (CC),2019-03-24,375
Chittoor,2019-03-24,368
Delhi (CC),2019-03-24,340
Ajmer,2019-03-24,312
Hyderabad,2019-03-24,335
Ludhiana,2019-03-24,315
Midnapur (KOL),2019-03-24,386
Mumbai (CC),2019-03-24,385
Muzaffurpur (CC),2019-03-24,367
Mysuru,2019-03-24,365
Nagpur,2019-03-24,310
E.Godavari,2019-03-24,337
Nagpur,2019-03-25,308
Mysuru,2019-03-25,355
Muzaffurpur (CC),2019-03-25,362
Mumbai (CC),2019-03-25,380
Midnapur (KOL),2019-03-25,386
Ludhiana,2019-03-25,313
Hyderabad,2019-03-25,320
E.Godavari,2019-03-25,337
Brahmapur (OD),2019-03-25,
Chittoor,2019-03-25,368
Chennai (CC),2019-03-25,375
Burdwan (CC),2019-03-25,386
Bengaluru (CC),2019-03-25,360
Barwala,2019-03-25,308
Asansole,2019-03-25,380
Ajmer,2019-03-25,303
Delhi (CC),2019-03-25,335
Ahmedabad,2019-03-25,375
Patna,2019-03-25,357
Ranchi (CC),2019-03-25,386
Pune,2019-03-25,350
Varanasi (CC),2019-03-25,373
Surat,2019-03-25,390
Raipur,2019-03-25,345
Luknow (CC),2019-03-25,390
Kolkata (WB),2019-03-25,375
Kanpur (CC),2019-03-25,362
Jabalpur,2019-03-25,335
Namakkal,2019-03-25,360
Hospet,2019-03-25,325
Bhopal,2019-03-25,340
Allahabad (CC),2019-03-25,343
Warangal,2019-03-25,338
W.Godavari,2019-03-25,337
Vizag,2019-03-25,360
Indore (CC),2019-03-25,335
Vijayawada,2019-03-25,337
Vijayawada,2019-03-26,327
Vizag,2019-03-26,350
W.Godavari,2019-03-26,327
Warangal,2019-03-26,323
Allahabad (CC),2019-03-26,343
Bhopal,2019-03-26,330
Jabalpur,2019-03-26,325
Indore (CC),2019-03-26,330
Ranchi (CC),2019-03-26,381
Kanpur (CC),2019-03-26,348
Kolkata (WB),2019-03-26,360
Luknow (CC),2019-03-26,380
Raipur,2019-03-26,345
Surat,2019-03-26,370
Varanasi (CC),2019-03-26,373
Hospet,2019-03-26,315
Patna,2019-03-26,352
Muzaffurpur (CC),2019-03-26,357
Nagpur,2019-03-26,303
Ahmedabad,2019-03-26,355
Ajmer,2019-03-26,295
Asansole,2019-03-26,375
Barwala,2019-03-26,307
Bengaluru (CC),2019-03-26,350
Brahmapur (OD),2019-03-26,
Burdwan (CC),2019-03-26,376
Chennai (CC),2019-03-26,365
Chittoor,2019-03-26,358
Delhi (CC),2019-03-26,325
Hyderabad,2019-03-26,320
Ludhiana,2019-03-26,309
Midnapur (KOL),2019-03-26,376
Mumbai (CC),2019-03-26,365
Mysuru,2019-03-26,355
Namakkal,2019-03-26,360
E.Godavari,2019-03-26,317
Pune,2019-03-26,340
Raipur,2019-03-27,330
Midnapur (KOL),2019-03-27,376
Mumbai (CC),2019-03-27,365
Muzaffurpur (CC),2019-03-27,357
Mysuru,2019-03-27,355
Nagpur,2019-03-27,293
Namakkal,2019-03-27,360
Patna,2019-03-27,352
Varanasi (CC),2019-03-27,367
Surat,2019-03-27,370
Pune,2019-03-27,335
Luknow (CC),2019-03-27,380
Kolkata (WB),2019-03-27,360
Kanpur (CC),2019-03-27,348
Jabalpur,2019-03-27,320
Indore (CC),2019-03-27,320
Hospet,2019-03-27,315
Bhopal,2019-03-27,320
Allahabad (CC),2019-03-27,340
Warangal,2019-03-27,323
W.Godavari,2019-03-27,327
Vizag,2019-03-27,350
Ludhiana,2019-03-27,305
Vijayawada,2019-03-27,327
Ranchi (CC),2019-03-27,376
Delhi (CC),2019-03-27,325
Ahmedabad,2019-03-27,355
Ajmer,2019-03-27,295
Asansole,2019-03-27,370
Barwala,2019-03-27,301
Bengaluru (CC),2019-03-27,350
Brahmapur (OD),2019-03-27,
Burdwan (CC),2019-03-27,376
Hyderabad,2019-03-27,300
E.Godavari,2019-03-27,327
Chennai (CC),2019-03-27,365
Chittoor,2019-03-27,358
Luknow (CC),2019-03-28,377
Raipur,2019-03-28,330
W.Godavari,2019-03-28,327
Surat,2019-03-28,355
Varanasi (CC),2019-03-28,360
Jabalpur,2019-03-28,318
Indore (CC),2019-03-28,315
Hospet,2019-03-28,315
Bhopal,2019-03-28,325
Allahabad (CC),2019-03-28,338
Warangal,2019-03-28,303
Ranchi (CC),2019-03-28,371
Vizag,2019-03-28,350
Vijayawada,2019-03-28,327
Kanpur (CC),2019-03-28,348
Chittoor,2019-03-28,358
Delhi (CC),2019-03-28,320
E.Godavari,2019-03-28,327
Hyderabad,2019-03-28,290
Ludhiana,2019-03-28,300
Midnapur (KOL),2019-03-28,376
Mumbai (CC),2019-03-28,355
Muzaffurpur (CC),2019-03-28,357
Mysuru,2019-03-28,335
Nagpur,2019-03-28,295
Kolkata (WB),2019-03-28,360
Namakkal,2019-03-28,340
Pune,2019-03-28,330
Ahmedabad,2019-03-28,345
Ajmer,2019-03-28,295
Asansole,2019-03-28,370
Barwala,2019-03-28,301
Bengaluru (CC),2019-03-28,350
Brahmapur (OD),2019-03-28,
Burdwan (CC),2019-03-28,376
Chennai (CC),2019-03-28,365
Patna,2019-03-28,352
E.Godavari,2019-03-29,320
Hyderabad,2019-03-29,290
Chittoor,2019-03-29,343
Ajmer,2019-03-29,295
Warangal,2019-03-29,293
W.Godavari,2019-03-29,320
Vizag,2019-03-29,340
Ahmedabad,2019-03-29,340
Ranchi (CC),2019-03-29,367
Pune,2019-03-29,330
Allahabad (CC),2019-03-29,333
Patna,2019-03-29,352
Nagpur,2019-03-29,295
Mysuru,2019-03-29,335
Muzaffurpur (CC),2019-03-29,352
Mumbai (CC),2019-03-29,345
Midnapur (KOL),2019-03-29,369
Ludhiana,2019-03-29,300
Namakkal,2019-03-29,340
Bhopal,2019-03-29,320
Vijayawada,2019-03-29,320
Indore (CC),2019-03-29,315
Asansole,2019-03-29,370
Barwala,2019-03-29,301
Hospet,2019-03-29,300
Bengaluru (CC),2019-03-29,335
Brahmapur (OD),2019-03-29,
Burdwan (CC),2019-03-29,369
Delhi (CC),2019-03-29,320
Chennai (CC),2019-03-29,350
Surat,2019-03-29,345
Raipur,2019-03-29,330
Luknow (CC),2019-03-29,370
Kolkata (WB),2019-03-29,353
Kanpur (CC),2019-03-29,338
Jabalpur,2019-03-29,316
Varanasi (CC),2019-03-29,360
Allahabad (CC),2019-03-30,333
Indore (CC),2019-03-30,315
Bhopal,2019-03-30,320
Hospet,2019-03-30,300
Jabalpur,2019-03-30,314
Varanasi (CC),2019-03-30,360
Kolkata (WB),2019-03-30,353
Luknow (CC),2019-03-30,370
Raipur,2019-03-30,330
Surat,2019-03-30,345
Warangal,2019-03-30,293
Kanpur (CC),2019-03-30,338
W.Godavari,2019-03-30,320
Delhi (CC),2019-03-30,320
Vijayawada,2019-03-30,320
Vizag,2019-03-30,340
Brahmapur (OD),2019-03-30,
Bengaluru (CC),2019-03-30,335
Barwala,2019-03-30,301
Asansole,2019-03-30,365
Ajmer,2019-03-30,295
Ahmedabad,2019-03-30,340
Burdwan (CC),2019-03-30,369
Chittoor,2019-03-30,343
E.Godavari,2019-03-30,320
Chennai (CC),2019-03-30,350
Ludhiana,2019-03-30,300
Mumbai (CC),2019-03-30,345
Muzaffurpur (CC),2019-03-30,352
Mysuru,2019-03-30,335
Nagpur,2019-03-30,295
Hyderabad,2019-03-30,280
Patna,2019-03-30,352
Pune,2019-03-30,330
Ranchi (CC),2019-03-30,367
Midnapur (KOL),2019-03-30,369
Namakkal,2019-03-30,340
Hospet,2019-03-31,300
Surat,2019-03-31,345
Raipur,2019-03-31,322
Luknow (CC),2019-03-31,360
Kolkata (WB),2019-03-31,353
Kanpur (CC),2019-03-31,338
Jabalpur,2019-03-31,312
Indore (CC),2019-03-31,310
Varanasi (CC),2019-03-31,353
Allahabad (CC),2019-03-31,333
Warangal,2019-03-31,283
Namakkal,2019-03-31,340
Nagpur,2019-03-31,290
Mysuru,2019-03-31,335
Muzaffurpur (CC),2019-03-31,352
Mumbai (CC),2019-03-31,335
Midnapur (KOL),2019-03-31,362
Ludhiana,2019-03-31,300
Hyderabad,2019-03-31,280
E.Godavari,2019-03-31,313
Delhi (CC),2019-03-31,320
Chittoor,2019-03-31,343
Ranchi (CC),2019-03-31,362
Vijayawada,2019-03-31,313
Vizag,2019-03-31,333
W.Godavari,2019-03-31,313
Bhopal,2019-03-31,310
Chennai (CC),2019-03-31,350
Pune,2019-03-31,325
Ahmedabad,2019-03-31,335
Ajmer,2019-03-31,288
Asansole,2019-03-31,365
Barwala,2019-03-31,296
Bengaluru (CC),2019-03-31,335
Brahmapur (OD),2019-03-31,
Burdwan (CC),2019-03-31,362
Patna,2019-03-31,348
Jabalpur,2019-04-01,462
E.Godavari,2019-04-01,453
Delhi (CC),2019-04-01,470
Chittoor,2019-04-01,438
Chennai (CC),2019-04-01,445
Burdwan (CC),2019-04-01,504
Asansole,2019-04-01,500
Bengaluru (CC),2019-04-01,445
Barwala,2019-04-01,451
Hyderabad,2019-04-01,442
Ajmer,2019-04-01,453
Ahmedabad,2019-04-01,484
Brahmapur (OD),2019-04-01,
Ludhiana,2019-04-01,441
Midnapur (KOL),2019-04-01,504
Mumbai (CC),2019-04-01,494
Kanpur (CC),2019-04-01,481
Kolkata (WB),2019-04-01,492
Luknow (CC),2019-04-01,497
Raipur,2019-04-01,468
Surat,2019-04-01,490
Varanasi (CC),2019-04-01,500
Hospet,2019-04-01,410
Bhopal,2019-04-01,460
Warangal,2019-04-01,441
W.Godavari,2019-04-01,453
Vizag,2019-04-01,458
Vijayawada,2019-04-01,453
Ranchi (CC),2019-04-01,505
Pune,2019-04-01,484
Patna,2019-04-01,495
Namakkal,2019-04-01,430
Nagpur,2019-04-01,445
Mysuru,2019-04-01,447
Muzaffurpur (CC),2019-04-01,495
Indore (CC),2019-04-01,455
Allahabad (CC),2019-04-01,486
Ahmedabad,2019-04-02,449
Ajmer,2019-04-02,407
Ranchi (CC),2019-04-02,467
Vijayawada,2019-04-02,397
Vizag,2019-04-02,400
W.Godavari,2019-04-02,397
Warangal,2019-04-02,399
Allahabad (CC),2019-04-02,438
Pune,2019-04-02,438
Bhopal,2019-04-02,420
Indore (CC),2019-04-02,420
Jabalpur,2019-04-02,418
Kanpur (CC),2019-04-02,428
Kolkata (WB),2019-04-02,430
Luknow (CC),2019-04-02,453
Raipur,2019-04-02,430
Hospet,2019-04-02,395
Patna,2019-04-02,457
Varanasi (CC),2019-04-02,460
Namakkal,2019-04-02,430
Barwala,2019-04-02,400
Bengaluru (CC),2019-04-02,430
Brahmapur (OD),2019-04-02,
Burdwan (CC),2019-04-02,442
Chennai (CC),2019-04-02,435
Chittoor,2019-04-02,428
Delhi (CC),2019-04-02,421
E.Godavari,2019-04-02,397
Hyderabad,2019-04-02,400
Ludhiana,2019-04-02,397
Midnapur (KOL),2019-04-02,442
Mumbai (CC),2019-04-02,450
Muzaffurpur (CC),2019-04-02,457
Mysuru,2019-04-02,436
Nagpur,2019-04-02,400
Surat,2019-04-02,467
Asansole,2019-04-02,443
Varanasi (CC),2019-04-03,460
Luknow (CC),2019-04-03,460
Midnapur (KOL),2019-04-03,465
Ludhiana,2019-04-03,393
Hyderabad,2019-04-03,392
E.Godavari,2019-04-03,413
Delhi (CC),2019-04-03,418
Chittoor,2019-04-03,438
Mumbai (CC),2019-04-03,445
Chennai (CC),2019-04-03,445
Brahmapur (OD),2019-04-03,
Bengaluru (CC),2019-04-03,420
Barwala,2019-04-03,396
Asansole,2019-04-03,465
Ajmer,2019-04-03,395
Ahmedabad,2019-04-03,430
Burdwan (CC),2019-04-03,465
Muzaffurpur (CC),2019-04-03,462
Mysuru,2019-04-03,418
Nagpur,2019-04-03,377
Kolkata (WB),2019-04-03,454
Kanpur (CC),2019-04-03,433
Jabalpur,2019-04-03,410
Indore (CC),2019-04-03,410
Hospet,2019-04-03,385
Bhopal,2019-04-03,405
Allahabad (CC),2019-04-03,438
Warangal,2019-04-03,403
W.Godavari,2019-04-03,413
Vizag,2019-04-03,415
Vijayawada,2019-04-03,413
Ranchi (CC),2019-04-03,471
Pune,2019-04-03,435
Patna,2019-04-03,457
Namakkal,2019-04-03,425
Raipur,2019-04-03,420
Surat,2019-04-03,430
Varanasi (CC),2019-04-04,353
Raipur,2019-04-04,327
Midnapur (KOL),2019-04-04,368
Ludhiana,2019-04-04,294
Hyderabad,2019-04-04,288
E.Godavari,2019-04-04,319
Delhi (CC),2019-04-04,310
Chittoor,2019-04-04,343
Mumbai (CC),2019-04-04,342
Chennai (CC),2019-04-04,350
Brahmapur (OD),2019-04-04,
Bengaluru (CC),2019-04-04,337
Barwala,2019-04-04,296
Asansole,2019-04-04,365
Ajmer,2019-04-04,290
Ahmedabad,2019-04-04,342
Burdwan (CC),2019-04-04,368
Muzaffurpur (CC),2019-04-04,348
Mysuru,2019-04-04,342
Namakkal,2019-04-04,345
Luknow (CC),2019-04-04,330
Kolkata (WB),2019-04-04,353
Kanpur (CC),2019-04-04,338
Jabalpur,2019-04-04,318
Indore (CC),2019-04-04,305
Hospet,2019-04-04,302
Bhopal,2019-04-04,315
Allahabad (CC),2019-04-04,326
Warangal,2019-04-04,289
W.Godavari,2019-04-04,319
Vizag,2019-04-04,339
Vijayawada,2019-04-04,319
Ranchi (CC),2019-04-04,362
Pune,2019-04-04,330
Patna,2019-04-04,348
Surat,2019-04-04,347
Nagpur,2019-04-04,300
Vizag,2019-04-05,336
Ahmedabad,2019-04-05,365
Warangal,2019-04-05,333
Delhi (CC),2019-04-05,315
E.Godavari,2019-04-05,336
Hyderabad,2019-04-05,340
Ludhiana,2019-04-05,318
Midnapur (KOL),2019-04-05,395
Mumbai (CC),2019-04-05,385
Muzaffurpur (CC),2019-04-05,333
Mysuru,2019-04-05,370
Nagpur,2019-04-05,350
Namakkal,2019-04-05,390
Patna,2019-04-05,343
Pune,2019-04-05,385
Ranchi (CC),2019-04-05,338
Vijayawada,2019-04-05,336
Allahabad (CC),2019-04-05,352
W.Godavari,2019-04-05,336
Bhopal,2019-04-05,340
Indore (CC),2019-04-05,325
Ajmer,2019-04-05,320
Asansole,2019-04-05,372
Barwala,2019-04-05,300
Bengaluru (CC),2019-04-05,375
Brahmapur (OD),2019-04-05,339
Burdwan (CC),2019-04-05,395
Chennai (CC),2019-04-05,400
Chittoor,2019-04-05,393
Varanasi (CC),2019-04-05,353
Surat,2019-04-05,365
Raipur,2019-04-05,370
Luknow (CC),2019-04-05,340
Kolkata (WB),2019-04-05,380
Kanpur (CC),2019-04-05,333
Jabalpur,2019-04-05,355
Hospet,2019-04-05,340
Chennai (CC),2019-04-06,375
Mumbai (CC),2019-04-06,373
Patna,2019-04-06,
Varanasi (CC),2019-04-06,357
Surat,2019-04-06,
Raipur,2019-04-06,357
Luknow (CC),2019-04-06,333
Kolkata (WB),2019-04-06,358
Kanpur (CC),2019-04-06,324
Jabalpur,2019-04-06,350
Indore (CC),2019-04-06,325
Hospet,2019-04-06,325
Bhopal,2019-04-06,330
Allahabad (CC),2019-04-06,343
Warangal,2019-04-06,326
W.Godavari,2019-04-06,315
Vizag,2019-04-06,325
Ajmer,2019-04-06,305
Vijayawada,2019-04-06,315
Pune,2019-04-06,365
Asansole,2019-04-06,
Namakkal,2019-04-06,375
Nagpur,2019-04-06,345
Mysuru,2019-04-06,365
Muzaffurpur (CC),2019-04-06,
Midnapur (KOL),2019-04-06,
Ludhiana,2019-04-06,297
Hyderabad,2019-04-06,325
E.Godavari,2019-04-06,315
Delhi (CC),2019-04-06,317
Chittoor,2019-04-06,368
Barwala,2019-04-06,305
Burdwan (CC),2019-04-06,
Ranchi (CC),2019-04-06,
Ahmedabad,2019-04-06,346
Bengaluru (CC),2019-04-06,360
Brahmapur (OD),2019-04-06,
Nagpur,2019-04-07,440
Namakkal,2019-04-07,465
Patna,2019-04-07,
Pune,2019-04-07,472
Ranchi (CC),2019-04-07,
Vijayawada,2019-04-07,424
Mysuru,2019-04-07,460
Luknow (CC),2019-04-07,433
Warangal,2019-04-07,428
Allahabad (CC),2019-04-07,438
Bhopal,2019-04-07,440
Hospet,2019-04-07,410
Indore (CC),2019-04-07,430
Jabalpur,2019-04-07,446
W.Godavari,2019-04-07,424
Vizag,2019-04-07,444
Muzaffurpur (CC),2019-04-07,
Midnapur (KOL),2019-04-07,
Ludhiana,2019-04-07,390
Hyderabad,2019-04-07,427
E.Godavari,2019-04-07,424
Delhi (CC),2019-04-07,410
Chittoor,2019-04-07,463
Chennai (CC),2019-04-07,470
Burdwan (CC),2019-04-07,
Brahmapur (OD),2019-04-07,
Bengaluru (CC),2019-04-07,450
Barwala,2019-04-07,395
Asansole,2019-04-07,
Ajmer,2019-04-07,401
Ahmedabad,2019-04-07,442
Mumbai (CC),2019-04-07,480
Raipur,2019-04-07,451
Surat,2019-04-07,
Kanpur (CC),2019-04-07,395
Varanasi (CC),2019-04-07,440
Kolkata (WB),2019-04-07,451
Ajmer,2019-04-08,295
Pune,2019-04-08,365
Ranchi (CC),2019-04-08,
Vijayawada,2019-04-08,337
Vizag,2019-04-08,352
W.Godavari,2019-04-08,332
Warangal,2019-04-08,329
Patna,2019-04-08,
Allahabad (CC),2019-04-08,338
Hospet,2019-04-08,325
Indore (CC),2019-04-08,320
Jabalpur,2019-04-08,343
Kanpur (CC),2019-04-08,343
Kolkata (WB),2019-04-08,375
Luknow (CC),2019-04-08,367
Bhopal,2019-04-08,350
Ahmedabad,2019-04-08,374
Namakkal,2019-04-08,370
Varanasi (CC),2019-04-08,367
Asansole,2019-04-08,
Barwala,2019-04-08,310
Bengaluru (CC),2019-04-08,360
Brahmapur (OD),2019-04-08,
Burdwan (CC),2019-04-08,
Chennai (CC),2019-04-08,375
Nagpur,2019-04-08,310
Chittoor,2019-04-08,368
E.Godavari,2019-04-08,332
Hyderabad,2019-04-08,328
Ludhiana,2019-04-08,311
Midnapur (KOL),2019-04-08,
Mumbai (CC),2019-04-08,381
Muzaffurpur (CC),2019-04-08,
Delhi (CC),2019-04-08,325
Mysuru,2019-04-08,367
Surat,2019-04-08,
Raipur,2019-04-08,342
Hyderabad,2019-04-09,315
Ludhiana,2019-04-09,321
Midnapur (KOL),2019-04-09,
Mumbai (CC),2019-04-09,370
Muzaffurpur (CC),2019-04-09,
Mysuru,2019-04-09,345
Nagpur,2019-04-09,305
Namakkal,2019-04-09,344
Patna,2019-04-09,
Pune,2019-04-09,350
Ranchi (CC),2019-04-09,
Vijayawada,2019-04-09,342
Vizag,2019-04-09,361
W.Godavari,2019-04-09,342
Warangal,2019-04-09,318
E.Godavari,2019-04-09,342
Delhi (CC),2019-04-09,340
Chittoor,2019-04-09,358
Chennai (CC),2019-04-09,365
Varanasi (CC),2019-04-09,377
Surat,2019-04-09,
Raipur,2019-04-09,338
Luknow (CC),2019-04-09,373
Kolkata (WB),2019-04-09,377
Kanpur (CC),2019-04-09,362
Jabalpur,2019-04-09,340
Bhopal,2019-04-09,330
Indore (CC),2019-04-09,340
Ahmedabad,2019-04-09,369
Ajmer,2019-04-09,321
Asansole,2019-04-09,
Barwala,2019-04-09,325
Bengaluru (CC),2019-04-09,340
Brahmapur (OD),2019-04-09,
Burdwan (CC),2019-04-09,
Hospet,2019-04-09,305
Allahabad (CC),2019-04-09,348
Vizag,2019-04-10,420
Surat,2019-04-10,
Mumbai (CC),2019-04-10,462
Varanasi (CC),2019-04-10,450
Ludhiana,2019-04-10,384
Hyderabad,2019-04-10,407
E.Godavari,2019-04-10,422
Delhi (CC),2019-04-10,410
Chittoor,2019-04-10,408
Chennai (CC),2019-04-10,415
Burdwan (CC),2019-04-10,
Brahmapur (OD),2019-04-10,
Bengaluru (CC),2019-04-10,419
Barwala,2019-04-10,397
Asansole,2019-04-10,
Ajmer,2019-04-10,402
Ahmedabad,2019-04-10,457
Muzaffurpur (CC),2019-04-10,
Mysuru,2019-04-10,422
Midnapur (KOL),2019-04-10,
Namakkal,2019-04-10,403
Raipur,2019-04-10,417
Luknow (CC),2019-04-10,440
Kolkata (WB),2019-04-10,462
Nagpur,2019-04-10,405
Jabalpur,2019-04-10,416
Indore (CC),2019-04-10,420
Hospet,2019-04-10,384
Bhopal,2019-04-10,417
Kanpur (CC),2019-04-10,433
Warangal,2019-04-10,410
W.Godavari,2019-04-10,422
Vijayawada,2019-04-10,422
Ranchi (CC),2019-04-10,
Pune,2019-04-10,455
Patna,2019-04-10,
Allahabad (CC),2019-04-10,438
Chittoor,2019-04-11,423
Chennai (CC),2019-04-11,430
Burdwan (CC),2019-04-11,
Brahmapur (OD),2019-04-11,
Asansole,2019-04-11,
Barwala,2019-04-11,396
Ahmedabad,2019-04-11,442
Delhi (CC),2019-04-11,414
Bengaluru (CC),2019-04-11,420
E.Godavari,2019-04-11,400
Ajmer,2019-04-11,392
Ludhiana,2019-04-11,389
Vizag,2019-04-11,400
W.Godavari,2019-04-11,400
Warangal,2019-04-11,404
Allahabad (CC),2019-04-11,424
Bhopal,2019-04-11,415
Hospet,2019-04-11,385
Indore (CC),2019-04-11,415
Jabalpur,2019-04-11,414
Kanpur (CC),2019-04-11,438
Kolkata (WB),2019-04-11,412
Luknow (CC),2019-04-11,450
Raipur,2019-04-11,425
Surat,2019-04-11,
Varanasi (CC),2019-04-11,447
Vijayawada,2019-04-11,400
Hyderabad,2019-04-11,380
Ranchi (CC),2019-04-11,
Midnapur (KOL),2019-04-11,
Mumbai (CC),2019-04-11,454
Muzaffurpur (CC),2019-04-11,
Mysuru,2019-04-11,426
Nagpur,2019-04-11,390
Namakkal,2019-04-11,387
Patna,2019-04-11,
Pune,2019-04-11,450
Patna,2019-04-12,500
Namakkal,2019-04-12,433
Nagpur,2019-04-12,460
E.Godavari,2019-04-12,457
Chennai (CC),2019-04-12,478
Ludhiana,2019-04-12,459
Midnapur (KOL),2019-04-12,511
Mumbai (CC),2019-04-12,499
Pune,2019-04-12,496
Hyderabad,2019-04-12,444
Ranchi (CC),2019-04-12,514
Vijayawada,2019-04-12,457
Vizag,2019-04-12,460
Burdwan (CC),2019-04-12,511
Brahmapur (OD),2019-04-12,469
Bengaluru (CC),2019-04-12,465
Barwala,2019-04-12,464
Mysuru,2019-04-12,469
Varanasi (CC),2019-04-12,510
Surat,2019-04-12,492
Raipur,2019-04-12,482
Chittoor,2019-04-12,471
Luknow (CC),2019-04-12,510
Kanpur (CC),2019-04-12,486
Delhi (CC),2019-04-12,485
Indore (CC),2019-04-12,470
Hospet,2019-04-12,430
Bhopal,2019-04-12,475
Allahabad (CC),2019-04-12,486
Warangal,2019-04-12,447
W.Godavari,2019-04-12,457
Kolkata (WB),2019-04-12,495
Jabalpur,2019-04-12,478
Muzaffurpur (CC),2019-04-12,500
Ahmedabad,2019-04-12,486
Ajmer,2019-04-12,460
Asansole,2019-04-12,505
Warangal,2019-04-13,310
Pune,2019-04-13,357
Vijayawada,2019-04-13,333
Vizag,2019-04-13,345
W.Godavari,2019-04-13,333
Allahabad (CC),2019-04-13,338
Bhopal,2019-04-13,315
Hospet,2019-04-13,320
Jabalpur,2019-04-13,325
Patna,2019-04-13,348
Kanpur (CC),2019-04-13,338
Kolkata (WB),2019-04-13,376
Luknow (CC),2019-04-13,350
Raipur,2019-04-13,338
Surat,2019-04-13,365
Varanasi (CC),2019-04-13,357
Indore (CC),2019-04-13,313
Namakkal,2019-04-13,360
Ranchi (CC),2019-04-13,367
Mysuru,2019-04-13,361
Ahmedabad,2019-04-13,360
Ajmer,2019-04-13,293
Asansole,2019-04-13,380
Nagpur,2019-04-13,307
Bengaluru (CC),2019-04-13,355
Brahmapur (OD),2019-04-13,
Burdwan (CC),2019-04-13,387
Chennai (CC),2019-04-13,375
Barwala,2019-04-13,305
Delhi (CC),2019-04-13,318
E.Godavari,2019-04-13,333
Hyderabad,2019-04-13,309
Ludhiana,2019-04-13,302
Midnapur (KOL),2019-04-13,387
Mumbai (CC),2019-04-13,362
Muzaffurpur (CC),2019-04-13,352
Chittoor,2019-04-13,368
Delhi (CC),2019-04-14,318
Chittoor,2019-04-14,368
Chennai (CC),2019-04-14,375
Burdwan (CC),2019-04-14,390
Brahmapur (OD),2019-04-14,
Ajmer,2019-04-14,393
Barwala,2019-04-14,305
Asansole,2019-04-14,380
Ahmedabad,2019-04-14,360
E.Godavari,2019-04-14,335
Bengaluru (CC),2019-04-14,355
Hyderabad,2019-04-14,311
Namakkal,2019-04-14,360
Midnapur (KOL),2019-04-14,390
Varanasi (CC),2019-04-14,357
Surat,2019-04-14,365
Raipur,2019-04-14,338
Luknow (CC),2019-04-14,350
Kolkata (WB),2019-04-14,378
Kanpur (CC),2019-04-14,338
Jabalpur,2019-04-14,327
Indore (CC),2019-04-14,313
Hospet,2019-04-14,320
Bhopal,2019-04-14,315
